postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Output Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Mar 2023 - Installations Quantity,Mar 2023 - SGU Rated Output In kW,Apr 2023 - Installations Quantity,Apr 2023 - SGU Rated Output In kW,May 2023 - Installations Quantity,May 2023 - SGU Rated Output In kW,Jun 2023 - Installations Quantity,Jun 2023 - SGU Rated Output In kW, Installations Quantity Total ,SGU Rated Output In kW Total
3230,640,3200.946,4,27.8,7,43.495,5,33.83,4,26.745,3,18.635,5,76.56,7,49.53,5,42.38,7,52.82,3,22.55,5,35.17,9,101.93,5,40.745,9,59.04,2,19.91,3,19.655,3,19.85,0,0,726,3891.591
3231,382,1886.193,3,22.415,3,19.41,3,17.32,1,6.6,6,50.13,1,7.4,4,22.89,1,6.64,5,34.24,2,13.3,6,40.605,7,69.68,1,13.28,6,48.93,4,33.205,2,13.3,3,31.43,2,12.33,442,2349.298
3232,145,749.033,2,22,3,18.91,1,6.64,0,0,1,6.66,3,19.795,2,14.26,3,79.16,2,11.1,3,19.775,4,29.51,3,18.9,0,0,1,6.64,0,0,1,9.13,0,0,2,16.615,176,1028.128
3233,384,2278.25,3,20.97,4,29.31,8,56.27,0,0,5,39.925,3,35.35,5,40.56,3,17.245,4,33.102,4,26.55,4,23.34,4,47.84,0,0,4,22.05,2,15.99,3,24.83,0,0,4,53.84,444,2765.422
3234,45,297.635,0,0,0,0,0,0,1,13.6,1,6.66,2,31.89,1,8.14,1,5.46,0,0,2,12.58,0,0,1,7.4,1,6.63,0,0,0,0,0,0,0,0,0,0,55,389.995
3235,91,492.095,0,0,1,5.18,0,0,0,0,0,0,0,0,2,21.325,1,13.2,2,13.3,1,6.63,1,13.32,0,0,0,0,2,18.675,0,0,0,0,0,0,0,0,101,583.725
3236,55,235.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.7,0,0,1,6.58,0,0,2,12.19,1,3.32,0,0,2,10.59,0,0,1,9.02,0,0,63,281.125
3237,38,269.952,0,0,0,0,0,0,0,0,1,5.4,0,0,0,0,1,99,0,0,2,26.66,0,0,1,11.84,0,0,1,6.64,0,0,0,0,0,0,0,0,44,419.492
3238,53,253.435,0,0,0,0,0,0,1,15.6,0,0,1,6.545,0,0,0,0,2,11.73,0,0,0,0,2,12.45,0,0,0,0,1,13.28,0,0,0,0,0,0,60,313.04
3239,65,417.51,2,14.52,0,0,0,0,1,6.66,0,0,2,12.68,0,0,0,0,1,3.2,1,6.64,0,0,0,0,1,6.64,1,13.12,1,6.63,0,0,0,0,0,0,75,487.6
3240,352,1973.081,1,6.66,4,29.32,3,26.04,3,27.79,1,10.36,2,9.76,3,30.26,1,6.6,6,38.66,0,0,3,44.47,1,7.2,3,38.03,2,18.19,4,29.68,5,34.03,6,48.825,1,6.64,401,2385.596
3241,414,2416.153,2,13.68,3,18.28,2,12.32,1,11.1,3,19.545,1,6.66,2,13.26,1,12.58,2,13.32,7,164.84,0,0,2,9.97,2,13.28,3,23.77,4,24.68,4,42.49,2,14.44,3,25.645,458,2856.013
3242,151,798.21,1,6.66,2,11.84,0,0,2,16.065,3,20.09,1,6.66,1,6.63,1,7.885,1,8,0,0,2,13.19,2,23.56,0,0,2,21.995,1,10.79,2,12.975,2,17.845,0,0,174,982.395
3243,46,238.945,0,0,1,10.36,1,6.63,0,0,1,8.51,0,0,1,6,2,13.26,1,6.63,0,0,0,0,2,14.56,0,0,3,21.995,3,20.67,0,0,0,0,0,0,61,347.56
3249,414,2360.808,2,13.32,3,28.86,1,6.15,2,12.64,5,59.33,1,2.34,7,71.75,1,6.65,1,13.28,2,10.79,5,47.097,3,44.145,4,38.56,4,39.84,4,60.365,3,18.335,2,13.2,1,5.1,465,2852.56
3250,1090,5886.773,0,0,5,26.93,9,59.12,7,61.93,13,120.425,2,13.26,14,105.91,9,55.06,5,32.47,11,81,12,84.115,14,92.86,5,32.37,9,61.78,9,62.8,5,35.44,11,112.405,1,6.64,1231,6931.288
3251,65,305.125,0,0,0,0,0,0,1,6.24,1,6.29,1,6.64,0,0,0,0,1,6.29,0,0,1,5.18,0,0,1,6.64,0,0,0,0,0,0,0,0,0,0,71,342.405
3254,54,321.89,0,0,1,15.6,1,6.66,1,5.25,0,0,0,0,0,0,1,3.32,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,2,18.05,0,0,0,0,61,377.41
3260,443,2992.864,0,0,1,6.29,1,9.99,1,6.66,2,12.18,8,62.96,4,24.7,2,27.066,3,21.755,9,57.28,4,28.13,5,151.275,7,47.24,11,132.61,9,125.06,7,87.555,6,36.96,3,23.24,526,3853.815
3264,252,1816.995,1,8.51,3,14.57,0,0,0,0,0,0,1,10.14,1,13.32,0,0,0,0,1,6.64,3,19.92,3,115.55,2,13.28,0,0,0,0,0,0,2,13.11,1,6.375,270,2038.41
3265,343,3842.911,1,6.66,0,0,1,6.66,1,6.66,4,45.22,2,79.61,7,49.245,6,38.75,0,0,3,41.94,0,0,1,6.64,0,0,4,165.965,0,0,1,6.64,1,39.6,0,0,375,4336.501
3266,332,2585.332,0,0,1,6.66,4,36.5,1,6.6,4,40.095,0,0,5,109.59,1,6.66,3,20.19,3,64.76,4,37.92,11,206.345,3,22.64,3,70.965,4,69.64,2,13.24,1,44.88,1,6.64,383,3348.657
3267,25,209.04,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,1,8.715,0,0,0,0,1,6.56,0,0,0,0,0,0,0,0,0,0,0,0,28,230.975
3268,323,2972.91,0,0,1,6.63,2,34.32,1,6.63,2,13.26,1,15.3,1,8.19,2,24.42,2,10.84,3,19.82,2,13.28,6,63.56,2,13.28,1,10.375,3,21.58,1,16.185,4,25.605,0,0,357,3276.185
3269,92,698.312,0,0,0,0,0,0,2,28.38,1,14.8,0,0,0,0,0,0,1,2.96,3,18.26,1,38.18,1,9.96,0,0,1,10.66,2,19.97,0,0,2,10.72,0,0,106,852.202
3270,29,124.885,1,10.36,0,0,0,0,0,0,0,0,0,0,0,0,1,10.92,1,6.64,0,0,2,19.94,1,6.56,1,7.8,0,0,1,14.43,0,0,0,0,0,0,37,201.535
3271,39,289.575,0,0,0,0,0,0,1,6.64,0,0,1,17.55,0,0,0,0,0,0,1,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,325.465
3272,224,1331.49,1,6.66,0,0,0,0,1,6.64,3,20.27,5,39.6,2,13.27,3,24.98,2,15.77,0,0,4,26.56,0,0,0,0,2,13.29,3,75.53,1,6.65,1,8.3,0,0,252,1589.01
3273,18,107.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.45,0,0,0,0,0,0,0,0,0,0,0,0,19,120.27
3274,42,209.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,215.13
3275,42,206.361,0,0,1,12.58,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,2,13.3,0,0,1,6.64,0,0,0,0,0,0,0,0,1,6.65,0,0,48,252.191
3276,54,428.44,0,0,0,0,0,0,0,0,1,8.14,1,6.6,1,5.55,0,0,0,0,0,0,1,6.64,1,13.28,1,8.14,0,0,0,0,0,0,0,0,0,0,60,476.79
3277,169,1481.655,0,0,1,6.66,1,6.66,0,0,0,0,4,42.49,2,13.3,2,16.26,2,14.96,5,88.24,3,26.13,2,16,2,50.295,0,0,2,13.1,0,0,1,6.64,2,13.28,198,1795.67
3278,39,282.515,0,0,0,0,0,0,0,0,2,19.8,0,0,3,19.84,4,26.4,0,0,0,0,1,8.715,1,6.63,0,0,1,4.98,0,0,1,8.14,2,14.9,0,0,54,391.92
3279,32,163.83,0,0,1,6.66,0,0,0,0,0,0,2,19.8,0,0,0,0,0,0,0,0,1,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,198.59
3280,2389,13050.001,8,54.57,18,227.26,18,157.82,13,94.46,25,230.39,26,158.355,25,196.905,23,143.19,16,122.455,33,372.755,40,319.745,27,309.175,16,133.91,16,259.91,19,135.755,16,103.31,17,226.425,11,100.485,2756,16396.876
3281,240,1797.118,0,0,2,13.06,3,23.68,1,8.14,1,10.14,1,8.97,1,15.54,0,0,1,10.375,2,17.74,5,34.88,6,62.045,0,0,2,21.82,2,13.84,2,26.05,0,0,2,16.96,271,2080.358
3282,242,1396.209,0,0,5,40.77,4,25.87,1,5.07,0,0,0,0,1,6.64,2,20.58,4,42.805,5,33.22,5,28.635,2,25.3,1,6.225,2,14.43,2,8.87,3,21.855,1,8.91,1,6.64,281,1692.029
3283,163,1024.017,1,6.66,2,42.92,0,0,1,9.36,0,0,2,14.4,1,6.66,3,24.5,0,0,1,10.56,2,26.56,1,6.64,3,23.24,2,14.525,1,6.64,2,17.18,0,0,1,12.32,186,1246.182
3284,395,2407.451,0,0,2,12.12,7,52.27,0,0,0,0,2,16.38,4,22.17,3,19.76,3,17.7,4,30.65,3,20.77,8,66.99,3,18.45,3,22.825,5,50.935,2,13.28,3,31.28,0,0,447,2803.031
3285,160,826.568,0,0,3,19.26,1,7.02,2,17.02,0,0,0,0,0,0,2,11.92,2,13.27,0,0,1,6.66,1,13.28,1,6.64,1,6.58,4,32.31,0,0,0,0,0,0,178,960.528
3286,65,311.516,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,1,6.66,1,6.64,0,0,2,109.71,0,0,0,0,1,4.98,0,0,2,13.28,0,0,73,459.446
3287,45,234.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.03,1,6.6,0,0,0,0,1,9.46,1,6.64,0,0,1,13.28,0,0,50,277.512
3289,115,619.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,2,13.16,3,33.42,0,0,0,0,0,0,0,0,1,13.2,0,0,122,685.752
3292,52,221.245,1,6.66,0,0,0,0,0,0,1,6.4,1,6.66,0,0,1,7.47,0,0,1,6.64,0,0,0,0,2,18.695,0,0,1,5.81,1,6.64,0,0,0,0,61,286.22
3293,47,193.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,1,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,216.906
3294,116,670.649,1,6.56,0,0,4,35.83,0,0,0,0,1,19.44,1,6.63,2,12.885,2,35.21,1,13.32,1,19.8,2,14.11,1,13.63,0,0,0,0,0,0,2,16.185,1,10.625,135,874.874
3300,907,5302.902,7,49.22,7,43.77,7,49.81,5,38.02,5,37.72,4,54.42,6,35,6,44.32,9,54.16,5,34.455,13,74.57,8,88.045,4,39.695,7,52.305,6,68.115,10,85.005,11,86.28,0,0,1027,6237.812
3301,134,706.667,2,17.94,3,29.24,0,0,0,0,0,0,0,0,2,17.64,1,13.65,1,22.375,0,0,0,0,0,0,1,6.64,1,6.225,0,0,0,0,1,6.64,0,0,146,827.017
3302,46,262.945,1,6.66,2,9.79,0,0,0,0,1,2.34,0,0,0,0,1,8.3,0,0,0,0,0,0,0,0,0,0,1,4.15,0,0,0,0,0,0,0,0,52,294.185
3303,34,199.735,0,0,0,0,0,0,0,0,1,99.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,1,6.64,0,0,0,0,0,0,37,312.915
3304,386,2147.123,1,6.66,3,16.62,3,27.76,0,0,0,0,2,16.66,4,25.53,1,7.885,2,13.3,0,0,3,20.75,1,9.96,0,0,8,51.765,2,11.63,3,17.015,2,19.08,0,0,421,2391.738
3305,1586,7602.343,4,42.9,11,153.17,9,53.34,3,17.5,7,56.53,6,30.28,15,92.895,6,49.65,10,76.19,9,137.445,16,127.06,3,50.2,12,126.39,12,94.155,7,112.48,5,39.675,7,64.92,2,36.64,1730,8963.763
3309,14,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.65,0,0,0,0,0,0,0,0,15,85.4
3310,36,158.54,0,0,0,0,2,11.86,0,0,0,0,0,0,1,4.44,0,0,1,12.865,1,14.52,1,6.66,0,0,0,0,1,6.65,0,0,0,0,0,0,0,0,43,215.535
3311,211,1050.852,6,38.48,3,16.28,5,35.42,0,0,0,0,1,6.66,1,6.66,0,0,0,0,1,6.48,1,5.81,0,0,0,0,5,31.805,1,5.81,0,0,1,7.47,0,0,236,1211.727
3312,113,589.205,0,0,0,0,1,6.66,1,5.92,1,8.88,1,6.64,0,0,1,8.58,1,10.36,0,0,2,17.85,0,0,1,13.26,1,4.98,1,6.64,0,0,1,8.55,0,0,125,687.525
3314,77,403.541,0,0,2,19.8,2,21.84,0,0,0,0,1,6.48,1,10.79,1,5.6,0,0,0,0,2,21.55,0,0,0,0,1,13.5,0,0,1,6.64,0,0,0,0,88,509.741
3315,208,1058.245,3,18.5,2,10.38,1,6.63,2,20.24,2,16.78,2,11.795,0,0,1,7.8,1,6.225,1,14.4,2,28.9,1,6.64,2,13.3,3,25.035,0,0,0,0,2,12.825,0,0,233,1257.695
3317,17,88.57,0,0,0,0,3,33.07,1,6.6,0,0,0,0,1,12.58,0,0,0,0,1,6.6,0,0,0,0,0,0,0,0,0,0,2,21.68,0,0,0,0,25,169.1
3318,191,1234.501,1,4.29,1,6.63,0,0,0,0,3,35.46,0,0,0,0,2,16.8,3,19.91,1,6.66,0,0,9,63.97,2,12.51,1,6.65,0,0,3,17.01,5,39.84,0,0,222,1464.231
3319,46,238.161,1,13.26,1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.885,3,19.98,1,6.66,0,0,0,0,0,0,0,0,0,0,53,292.586
3321,261,1328.56,1,7.02,4,36.5,5,40.95,1,13.2,2,11.64,1,10.36,4,43.8,1,11.1,1,14.56,3,42.51,3,25.36,0,0,1,6.64,1,9.96,2,10.79,3,43.565,3,32.18,0,0,297,1688.695
3322,17,78.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,1,5.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,90.74
3323,5,29.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48.72
3324,95,488.22,1,1.11,2,11.44,0,0,0,0,1,6.66,0,0,2,24.11,0,0,0,0,0,0,0,0,0,0,1,9.96,5,33.26,0,0,0,0,0,0,0,0,107,574.76
3325,81,531.9,0,0,1,5.07,3,39.26,4,32.425,0,0,0,0,1,6.8,1,5.07,1,6.64,0,0,0,0,1,13.28,1,10.375,3,19.95,2,19.76,0,0,0,0,0,0,99,690.53
3328,318,1536.022,4,28.6,2,11.1,5,38.73,3,26.61,1,6.6,1,6.64,4,32.32,2,19.92,5,42.14,4,39.765,3,32.08,4,41.05,2,16.6,4,34.44,4,33.15,5,40.01,1,9.5,2,13.2,374,2008.477
3329,33,142.94,0,0,0,0,0,0,0,0,0,0,1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,35,156.2
3330,26,132.49,0,0,0,0,0,0,0,0,0,0,1,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.28,0,0,28,152.79
3331,1021,5508.11,4,28.86,13,101.13,8,74.08,5,40.97,7,53.67,8,82.92,4,30.78,10,70.705,11,88.94,7,57.39,7,71.2,7,50.54,7,56.015,8,76.59,7,61.08,1,8.58,1,6.6,0,0,1136,6468.16
3332,174,1247.624,3,19.73,0,0,1,6.29,1,8.58,1,10,1,7.885,0,0,1,6.6,0,0,0,0,1,29.6,1,11.62,1,6.63,1,6.64,0,0,1,10.78,2,19.92,0,0,189,1391.899
3333,129,902.307,0,0,2,73.04,2,22.23,1,10.36,0,0,0,0,2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,1,10.375,4,30.51,1,8.14,2,16.59,2,14.39,146,1101.242
3334,64,317.431,1,6.66,1,7.77,0,0,1,7.56,0,0,0,0,1,11.28,0,0,1,6.6,0,0,2,29.64,2,17,1,20.75,0,0,0,0,0,0,0,0,0,0,74,424.691
3335,1440,8931.493,26,174.135,29,188.41,23,160.89,30,203.95,20,142.19,35,254.435,46,347.335,46,311.18,35,226.26,28,179.37,47,294.035,39,383.31,35,241.865,35,236.74,35,242.395,23,170.385,29,206.035,9,76.045,2010,12970.458
3336,1489,9905.735,27,201.07,36,234.39,54,320.135,20,140.52,40,228.925,29,203.21,45,330.885,34,280.895,32,250.65,34,229.575,35,262.24,41,324.75,26,206.75,42,277.93,33,211.46,43,306.85,42,277.095,19,149.2,2121,14342.265
3337,4442,21379.883,20,156.88,45,333.79,34,269.41,29,254.39,25,198.79,34,247.035,37,302.955,35,271.08,38,312.15,20,187.565,26,196.005,32,253.765,37,287.135,48,332.33,27,199.015,18,120.73,24,191.09,11,83.145,4982,25577.143
3338,4051,21935.771,32,224.59,46,298.645,59,424.9,36,241.03,50,358.75,40,297.435,39,285.455,49,372.925,46,344.395,30,207.395,59,442.275,51,352.155,59,396.11,59,407.735,41,335.61,28,233.92,32,220.92,21,165.13,4828,27545.146
3340,2825,14201.784,16,107.985,21,148.06,13,98.96,26,160.26,28,196.615,17,146.945,20,142.05,30,251.95,27,171.45,21,165.28,26,216.495,24,294.28,9,72.48,30,233.26,30,215.16,16,117.22,14,129.83,8,69.27,3201,17139.334
3341,260,1250.277,1,6.64,1,6.66,1,7.92,0,0,2,12.96,3,27.13,1,6.64,3,32.305,1,6.24,2,16.8,0,0,1,9.96,0,0,1,6.65,0,0,2,13.28,1,5.81,1,6.6,281,1415.872
3342,561,2907.296,2,14.77,3,19.86,3,15.78,4,39.37,7,62.47,4,41.355,6,36.99,5,33.9,10,70.79,6,45.28,5,37.26,11,51.21,1,6.64,10,74.99,3,34.945,1,6.63,4,25.945,0,0,646,3525.481
3345,238,1223.674,1,11.1,1,6.65,3,19.58,2,13.29,1,6.66,0,0,2,17,2,27.45,2,13.74,3,18.8,1,12.3,1,9.96,2,19.84,2,10.365,3,23.255,0,0,1,13.3,1,6.64,266,1453.604
3350,5129,29153.64,25,213.3,45,444.32,60,501.895,53,449.81,50,427.255,43,347.71,49,344.37,57,486.69,59,465.63,49,441.26,74,701.345,63,580.035,44,289.735,64,496.6,62,446.66,48,371.99,53,389,11,71.27,6038,36622.515
3351,1322,6781.113,4,23.04,13,115.07,9,62.33,12,106,10,85.26,7,43.78,11,77.66,15,117.115,12,101.855,11,79.37,8,54.955,17,241.145,8,86.95,11,95.675,9,85.48,8,58.02,5,32.92,0,0,1492,8247.738
3352,2466,14254.887,14,121.75,21,201.26,27,232.46,24,224.47,22,189.15,14,114.73,17,151.88,32,266.04,23,228.355,11,119.9,29,278.46,21,198.54,15,121.38,26,250.31,13,254.07,13,134.23,15,154.455,7,52.275,2810,17548.602
3353,11,27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27.84
3354,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
3355,1070,7695.433,4,21.74,7,24.68,15,96,13,71.1,7,44.79,9,48.75,32,205.71,11,136.13,9,61.43,9,81.305,14,203.685,12,139.185,3,51.745,7,60.195,6,40.305,8,66.775,11,74.73,4,31.305,1251,9154.993
3356,1527,8930.288,3,17.3,5,35.2,16,102.73,14,102.04,21,139.48,9,72.28,23,146.875,7,54.845,14,189.635,8,98.005,13,125.685,11,94.4,12,85.515,12,103.255,13,81.15,8,56.875,12,77.45,5,61.24,1733,10574.248
3357,497,2540.668,2,16.65,4,30.78,4,35.83,3,19.9,6,52.03,5,36.975,0,0,4,36.48,7,47.31,4,31.245,6,55.61,3,26.46,4,30.39,3,26.56,3,24.07,4,35.425,2,13.24,0,0,561,3059.623
3358,136,888.73,2,13.23,3,55.95,5,34.78,4,31.31,5,36.63,5,35.705,3,20.72,4,23.52,2,17.16,1,6.6,3,20.75,3,19.68,3,19.09,2,13.28,6,40.26,7,54.24,6,48.615,1,6.64,201,1386.89
3360,115,548.545,0,0,0,0,0,0,2,11.34,1,6.58,1,6.63,0,0,1,6.63,3,23.2,1,11.62,3,22.3,1,6.64,0,0,0,0,1,6.6,2,12.94,0,0,1,6.6,132,669.625
3361,91,536.01,1,5.07,1,3.51,0,0,3,19.97,0,0,0,0,0,0,1,7.4,1,6.64,0,0,2,12.035,3,16.6,0,0,0,0,0,0,0,0,3,27.135,0,0,106,634.37
3363,550,2808.509,3,23.44,9,65.3,6,50.48,2,15.71,5,36.15,7,54.35,6,57.91,12,93.67,4,35.745,4,30.74,5,28.21,10,235.27,5,40.075,8,149.4,9,143.875,5,70.125,3,25.35,2,9.545,655,3973.854
3364,374,2045.851,2,13.32,8,75.03,1,17.43,3,22.2,1,13.2,4,27.51,4,30.59,2,23,2,9.9,4,32.58,9,78.19,2,61.835,2,17.2,2,10.335,3,22.78,3,27.78,2,11.885,0,0,428,2540.616
3370,349,1659.5,1,8.88,0,0,2,17.44,2,15.02,7,85.02,3,19.9,7,56.03,4,35.31,4,38.84,4,33.78,2,13.27,8,78.73,2,11.48,5,56.5,3,19.18,1,6.64,0,0,4,25.62,408,2181.14
3371,243,1088.905,1,17.76,0,0,1,6.66,3,16.99,0,0,2,22.58,1,7.885,7,52.515,4,26.61,3,23.655,1,11,3,17.845,0,0,2,14.95,4,32.33,2,12.3,2,11.04,1,6.64,280,1369.665
3373,400,2235.342,0,0,6,39.22,2,14.65,0,0,3,19.92,2,12.47,4,29.36,4,31.18,5,44.5,5,41.09,6,74.755,10,66.4,4,26.56,1,6.64,2,22.84,1,6.64,3,41.085,1,6.64,459,2719.292
3374,83,626.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6,0,0,1,5.74,0,0,0,0,2,19.1,0,0,0,0,0,0,0,0,87,658.175
3375,24,228.495,0,0,0,0,0,0,1,6.66,0,0,0,0,1,16.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,27,257.98
3377,1149,6198.987,1,6.66,5,33.01,8,39.22,9,64.46,8,48.73,10,76.44,5,36.67,12,103.94,14,141.7,8,51.7,10,102.37,10,66.77,10,93.57,7,46.025,10,80.875,11,65.945,9,70.115,4,13.2,1300,7340.387
3378,16,118.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.92,0,0,0,0,1,21.58,0,0,0,0,19,159.695
3379,108,575.025,0,0,3,22.57,0,0,1,6.66,0,0,0,0,1,6.66,1,6.4,0,0,0,0,1,12.6,0,0,0,0,1,6.64,0,0,0,0,1,6.64,0,0,117,643.195
3380,697,4067.023,3,20.34,9,75.48,3,20.28,5,60.68,5,45.24,3,22.2,3,23,9,96.37,3,19.91,7,54.43,4,52.56,10,51.965,2,13.28,2,13.29,6,43.955,2,13.25,7,91.035,4,32.16,784,4816.448
3381,223,1235.613,0,0,3,18.86,1,6.66,3,23.68,3,19.98,2,33.77,1,5.55,4,25.65,2,27.765,7,44.18,2,24.09,2,19.09,4,33.95,2,13.2,4,31.54,5,44.98,0,0,2,26.6,270,1635.158
3384,93,454.737,3,23.62,0,0,2,16.62,1,5.85,1,7.4,1,10.36,0,0,1,11.28,1,14.94,1,9.13,0,0,2,10.375,1,6.64,0,0,0,0,2,16.41,1,6.45,0,0,110,593.812
3385,106,536.415,0,0,2,13.3,0,0,1,6.6,0,0,1,6.66,1,6.66,1,5.92,1,6.63,0,0,1,6.56,0,0,0,0,2,13.66,0,0,0,0,0,0,0,0,116,602.405
3387,63,303.49,0,0,0,0,0,0,1,10.35,0,0,1,6.3,0,0,0,0,1,5.85,1,6.63,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,68,339.26
3388,97,489.205,0,0,0,0,0,0,0,0,0,0,1,6.66,2,12.92,0,0,0,0,0,0,0,0,0,0,1,9.96,1,10.375,0,0,0,0,0,0,0,0,102,529.12
3390,170,838.902,0,0,1,6.64,1,17.76,0,0,0,0,0,0,0,0,2,12.56,1,2.96,0,0,0,0,1,6.64,0,0,0,0,1,6.64,1,9.66,1,9.96,0,0,179,911.722
3391,29,205.695,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,1,6.66,0,0,0,0,0,0,0,0,32,225.675
3392,101,445.22,0,0,0,0,1,11.1,3,23.68,1,13.05,0,0,0,0,0,0,0,0,0,0,2,15.52,3,19.94,0,0,0,0,0,0,0,0,1,5.81,0,0,112,534.32
3393,412,2267.165,1,13.32,3,19.21,0,0,0,0,1,9.99,0,0,1,6.63,2,14.51,2,13.24,2,12.44,1,4.15,6,121.22,2,21.6,1,6.64,3,19.505,4,33.25,1,7.47,1,6.64,443,2576.98
3395,90,375.537,0,0,1,13.32,1,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25.96,1,12.32,0,0,0,0,1,13.28,1,9.96,1,9.96,0,0,98,478.097
3396,128,712.61,0,0,0,0,2,13.29,0,0,0,0,1,2.22,0,0,0,0,1,6.64,3,34.39,0,0,2,14.8,0,0,0,0,4,32.37,0,0,1,6.64,0,0,142,822.96
3400,1711,10486.168,5,32.16,15,125.74,14,141.52,8,62.31,7,26.64,9,98.67,7,41.88,13,138.12,12,158.615,22,214.16,12,77.875,8,146.96,10,81.215,6,43.235,10,66.87,5,35.285,9,80.695,3,21.72,1886,12079.838
3401,734,4297.471,0,0,9,71.78,8,77.62,6,57.84,4,35.06,1,6.66,9,104.39,6,58.86,3,43.16,5,44.18,5,47.86,6,134.795,4,40.965,6,50.97,3,30.6,6,125.73,8,71.3,2,17.015,825,5316.256
3402,22,75.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,75.78
3407,63,352.688,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,1,3.5,1,6.66,1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,376.148
3409,202,876.615,1,20.72,2,17,5,36.97,2,20.72,1,7.77,0,0,0,0,3,39.29,1,6.6,0,0,0,0,0,0,1,11.62,1,10.925,0,0,0,0,0,0,0,0,219,1048.23
3412,55,167.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.56,0,0,0,0,0,0,0,0,0,0,1,41.5,0,0,1,13.12,58,228.85
3413,23,124.262,0,0,0,0,0,0,1,19.89,0,0,1,6.24,0,0,0,0,0,0,1,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,155.672
